Date,Open,High,Low,Close,Adj Close,Volume
2002-01-01,10455.000000,10455.000000,10455.000000,10455.000000,10455.000000,0
2002-01-02,10435.000000,10575.000000,10295.000000,10415.000000,10415.000000,0
2002-01-03,10358.000000,10500.000000,10258.000000,10375.000000,10375.000000,0
2002-01-04,10428.000000,10600.000000,10195.000000,10428.000000,10428.000000,0
2002-01-07,10390.000000,10528.000000,10290.000000,10390.000000,10390.000000,0
2002-01-08,10423.000000,10523.000000,10323.000000,10423.000000,10423.000000,0
2002-01-09,10433.000000,10538.000000,10320.000000,10420.000000,10420.000000,0
2002-01-10,10433.000000,10538.000000,10325.000000,10430.000000,10430.000000,0
2002-01-11,10427.000000,10527.000000,10327.000000,10427.000000,10427.000000,0
2002-01-14,10408.000000,10580.000000,10305.000000,10405.000000,10405.000000,0
2002-01-15,10393.000000,10493.000000,10293.000000,10393.000000,10393.000000,0
2002-01-16,10375.000000,10486.000000,10275.000000,10386.000000,10386.000000,0
2002-01-17,10400.000000,10505.000000,10296.000000,10396.000000,10396.000000,0
2002-01-18,10390.000000,10496.000000,10288.000000,10396.000000,10396.000000,0
2002-01-21,10383.000000,10505.000000,10283.000000,10385.000000,10385.000000,0
2002-01-22,10385.000000,10580.000000,10285.000000,10396.000000,10396.000000,0
2002-01-23,10398.000000,10501.000000,10285.000000,10400.000000,10400.000000,0
2002-01-24,10475.000000,10575.000000,10285.000000,10385.000000,10385.000000,0
2002-01-25,10453.000000,10560.000000,10335.000000,10435.000000,10435.000000,0
2002-01-28,10405.000000,10535.000000,10285.000000,10385.000000,10385.000000,0
2002-01-29,10305.000000,10430.000000,10195.000000,10295.000000,10295.000000,0
2002-01-30,10313.000000,10427.000000,10210.000000,10325.000000,10325.000000,0
2002-01-31,10320.000000,10420.000000,10215.000000,10315.000000,10315.000000,0
2002-02-01,10325.000000,10440.000000,10225.000000,10325.000000,10325.000000,0
2002-02-04,10320.000000,10435.000000,10215.000000,10315.000000,10315.000000,0
2002-02-05,10308.000000,10410.000000,10205.000000,10306.000000,10306.000000,0
2002-02-06,10305.000000,10430.000000,10203.000000,10325.000000,10325.000000,0
2002-02-07,10285.000000,10410.000000,10170.000000,10270.000000,10270.000000,0
2002-02-08,10270.000000,10385.000000,10150.000000,10250.000000,10250.000000,0
2002-02-11,10193.000000,10350.000000,10093.000000,10210.000000,10210.000000,0
2002-02-12,10175.000000,10280.000000,10065.000000,10175.000000,10175.000000,0
2002-02-13,10183.000000,10288.000000,10071.000000,10188.000000,10188.000000,0
2002-02-14,10233.000000,10365.000000,10120.000000,10230.000000,10230.000000,0
2002-02-15,10240.000000,10355.000000,10140.000000,10247.000000,10247.000000,0
2002-02-18,10245.000000,10360.000000,10135.000000,10235.000000,10235.000000,0
2002-02-19,10200.000000,10305.000000,10085.000000,10185.000000,10185.000000,0
2002-02-20,10178.000000,10292.000000,10078.000000,10187.000000,10187.000000,0
2002-02-21,10188.000000,10305.000000,10078.000000,10205.000000,10205.000000,0
2002-02-22,10180.000000,10315.000000,10080.000000,10215.000000,10215.000000,0
2002-02-25,10195.000000,10315.000000,10078.000000,10178.000000,10178.000000,0
2002-02-26,10165.000000,10275.000000,10025.000000,10175.000000,10175.000000,0
2002-02-27,10182.000000,10283.000000,10079.000000,10183.000000,10183.000000,0
2002-02-28,10183.000000,10285.000000,10050.000000,10150.000000,10150.000000,0
2002-03-01,10090.000000,10230.000000,9990.000000,10100.000000,10100.000000,0
2002-03-04,10078.000000,10200.000000,9978.000000,10078.000000,10078.000000,0
2002-03-05,9983.000000,10123.000000,9875.000000,9985.000000,9985.000000,0
2002-03-06,9948.000000,10065.000000,9800.000000,9955.000000,9955.000000,0
